"Time (s) Run #1";"Angle, Ch 1+2 (rad) Run #1";"Angle, Ch 3+4 (rad) Run #1";"Output Voltage (V) Run #1";"Output Current (A) Run #1";"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4";"Time (s) Run #5";"Angle, Ch 1+2 (rad) Run #5";"Angle, Ch 3+4 (rad) Run #5";"Output Voltage (V) Run #5";"Output Current (A) Run #5";"Time (s) Run #6";"Angle, Ch 1+2 (rad) Run #6";"Angle, Ch 3+4 (rad) Run #6";"Output Voltage (V) Run #6";"Output Current (A) Run #6";"Time (s) Run #7";"Angle, Ch 1+2 (rad) Run #7";"Angle, Ch 3+4 (rad) Run #7";"Output Voltage (V) Run #7";"Output Current (A) Run #7";"Time (s) Run #8";"Angle, Ch 1+2 (rad) Run #8";"Angle, Ch 3+4 (rad) Run #8";"Output Voltage (V) Run #8";"Output Current (A) Run #8";"Time (s) Run #9";"Angle, Ch 1+2 (rad) Run #9";"Angle, Ch 3+4 (rad) Run #9";"Output Voltage (V) Run #9";"Output Current (A) Run #9";"Time (s) Run #10";"Angle, Ch 1+2 (rad) Run #10";"Angle, Ch 3+4 (rad) Run #10";"Output Voltage (V) Run #10";"Output Current (A) Run #10";"Time (s) Run #11";"Angle, Ch 1+2 (rad) Run #11";"Angle, Ch 3+4 (rad) Run #11";"Output Voltage (V) Run #11";"Output Current (A) Run #11";"Time (s) Run #12";"Angle, Ch 1+2 (rad) Run #12";"Angle, Ch 3+4 (rad) Run #12";"Output Voltage (V) Run #12";"Output Current (A) Run #12";"Time (s) Run #13";"Angle, Ch 1+2 (rad) Run #13";"Angle, Ch 3+4 (rad) Run #13";"Output Voltage (V) Run #13";"Output Current (A) Run #13";"Time (s) Run #14";"Angle, Ch 1+2 (rad) Run #14";"Angle, Ch 3+4 (rad) Run #14";"Output Voltage (V) Run #14";"Output Current (A) Run #14";"Time (s) Run #15";"Angle, Ch 1+2 (rad) Run #15";"Angle, Ch 3+4 (rad) Run #15";"Output Voltage (V) Run #15";"Output Current (A) Run #15";"Time (s) Run #16";"Angle, Ch 1+2 (rad) Run #16";"Angle, Ch 3+4 (rad) Run #16";"Output Voltage (V) Run #16";"Output Current (A) Run #16";"Time (s) Run #17";"Angle, Ch 1+2 (rad) Run #17";"Angle, Ch 3+4 (rad) Run #17";"Output Voltage (V) Run #17";"Output Current (A) Run #17";"Time (s) Run #18";"Angle, Ch 1+2 (rad) Run #18";"Angle, Ch 3+4 (rad) Run #18";"Output Voltage (V) Run #18";"Output Current (A) Run #18";"Time (s) Run #19";"Angle, Ch 1+2 (rad) Run #19";"Angle, Ch 3+4 (rad) Run #19";"Output Voltage (V) Run #19";"Output Current (A) Run #19";"Time (s) Run #20";"Angle, Ch 1+2 (rad) Run #20";"Angle, Ch 3+4 (rad) Run #20";"Output Voltage (V) Run #20";"Output Current (A) Run #20";"Time (s) Run #21";"Angle, Ch 1+2 (rad) Run #21";"Angle, Ch 3+4 (rad) Run #21";"Output Voltage (V) Run #21";"Output Current (A) Run #21";"Time (s) Run #22";"Angle, Ch 1+2 (rad) Run #22";"Angle, Ch 3+4 (rad) Run #22";"Output Voltage (V) Run #22";"Output Current (A) Run #22";"Time (s) Run #23";"Angle, Ch 1+2 (rad) Run #23";"Angle, Ch 3+4 (rad) Run #23";"Output Voltage (V) Run #23";"Output Current (A) Run #23";"Time (s) Run #24";"Angle, Ch 1+2 (rad) Run #24";"Angle, Ch 3+4 (rad) Run #24";"Output Voltage (V) Run #24";"Output Current (A) Run #24"
13,200;1,518;2,251;3,999;0,217;13,200;-2,007;-0,192;3,999;0,224;13,200;-2,670;-0,506;3,999;0,221;13,200;-2,217;0,925;4,747;0,241;13,200;1,187;0,367;4,747;0,233;13,200;-0,279;-0,733;4,747;0,253;13,200;2,548;-0,244;4,995;0,264;13,200;1,553;0,663;4,995;0,265;13,200;-0,140;1,379;4,995;0,253;13,200;-4,520;-1,937;4,499;0,233;13,200;-7,138;-0,070;4,499;0,235;13,200;5,061;1,466;4,499;0,253;13,200;-5,533;0,035;4,601;0,241;13,200;-5,568;-0,646;4,601;0,237;13,200;3,962;-0,070;4,601;0,236;13,200;5,707;-1,553;4,550;0,255;13,200;-3,072;-2,409;4,550;0,235;13,200;-4,765;1,780;4,550;0,231;13,200;2,775;1,536;4,521;0,245;13,200;7,226;-0,227;4,521;0,266;13,200;-6,178;-1,117;4,521;0,220;13,200;-7,295;0,017;4,506;0,232;13,200;-5,637;1,518;4,506;0,231;13,200;2,094;2,443;4,506;0,239
13,250;1,833;2,426;3,999;0,216;13,250;-1,868;-0,035;3,999;0,222;13,250;-2,566;-0,384;3,999;0,222;13,250;-1,710;0,803;4,747;0,247;13,250;0,419;0,593;4,747;0,230;13,250;0,436;-1,047;4,747;0,256;13,250;2,513;-0,332;4,995;0,245;13,250;1,885;0,419;4,995;0,260;13,250;0,489;1,047;4,995;0,259;13,250;-5,655;-1,780;4,499;0,230;13,250;-7,069;0,227;4,499;0,235;13,250;5,899;1,169;4,499;0,261;13,250;-4,869;0,157;4,601;0,236;13,250;-5,550;-0,401;4,601;0,236;13,250;4,765;-0,244;4,601;0,243;13,250;4,608;-1,710;4,550;0,246;13,250;-4,346;-2,304;4,550;0,230;13,250;-3,613;1,902;4,550;0,231;13,250;4,119;1,344;4,521;0,249;13,250;6,999;-0,506;4,521;0,266;13,250;-6,894;-0,960;4,521;0,229;13,250;-7,418;0,314;4,506;0,235;13,250;-4,695;1,815;4,506;0,232;13,250;3,456;2,251;4,506;0,245
13,300;2,077;2,566;3,999;0,219;13,300;-1,658;0,140;3,999;0,219;13,300;-2,391;-0,209;3,999;0,221;13,300;-1,065;0,593;4,747;0,249;13,300;-0,349;0,873;4,747;0,231;13,300;1,134;-1,361;4,747;0,258;13,300;2,321;-0,367;4,995;0,246;13,300;2,094;0,227;4,995;0,256;13,300;1,100;0,716;4,995;0,257;13,300;-6,528;-1,571;4,499;0,233;13,300;-6,685;0,506;4,499;0,237;13,300;6,440;0,873;4,499;0,265;13,300;-3,997;0,192;4,601;0,239;13,300;-5,288;-0,192;4,601;0,236;13,300;5,341;-0,454;4,601;0,257;13,300;3,334;-1,833;4,550;0,246;13,300;-5,428;-2,164;4,550;0,232;13,300;-2,286;1,937;4,550;0,235;13,300;5,271;1,117;4,521;0,251;13,300;6,440;-0,750;4,521;0,260;13,300;-7,348;-0,750;4,521;0,231;13,300;-7,208;0,593;4,506;0,237;13,300;-3,543;2,094;4,506;0,233;13,300;4,643;2,007;4,506;0,252
13,350;2,217;2,635;3,999;0,222;13,350;-1,414;0,367;3,999;0,218;13,350;-2,182;-0,017;3,999;0,220;13,350;-0,349;0,332;4,747;0,251;13,350;-1,082;1,187;4,747;0,231;13,350;1,745;-1,658;4,747;0,263;13,350;2,007;-0,314;4,995;0,244;13,350;2,182;0,087;4,995;0,255;13,350;1,641;0,401;4,995;0,264;13,350;-7,121;-1,344;4,499;0,235;13,350;-6,004;0,750;4,499;0,236;13,350;6,650;0,593;4,499;0,270;13,350;-2,932;0,140;4,601;0,237;13,350;-4,747;-0,052;4,601;0,236;13,350;5,637;-0,716;4,601;0,252;13,350;1,937;-1,902;4,550;0,233;13,350;-6,301;-1,955;4,550;0,230;13,350;-0,855;1,885;4,550;0,235;13,350;6,161;0,838;4,521;0,264;13,350;5,603;-0,942;4,521;0,258;13,350;-7,470;-0,506;4,521;0,229;13,350;-6,702;0,890;4,506;0,235;13,350;-2,199;2,321;4,506;0,226;13,350;5,585;1,728;4,507;0,257
13,400;2,286;2,653;3,999;0,223;13,400;-1,134;0,593;3,999;0,218;13,400;-1,920;0,209;3,999;0,222;13,400;0,419;0,035;4,747;0,256;13,400;-1,763;1,501;4,747;0,232;13,400;2,251;-1,937;4,747;0,258;13,400;1,588;-0,192;4,995;0,240;13,400;2,112;0,035;4,995;0,248;13,400;2,112;0,122;4,995;0,257;13,400;-7,418;-1,065;4,499;0,236;13,400;-5,061;0,960;4,499;0,231;13,400;6,510;0,314;4,499;0,261;13,400;-1,745;0,017;4,601;0,239;13,400;-3,962;-0,017;4,601;0,238;13,400;5,637;-1,012;4,601;0,259;13,400;0,489;-1,937;4,550;0,234;13,400;-6,877;-1,728;4,550;0,233;13,400;0,593;1,763;4,550;0,238;13,400;6,772;0,541;4,521;0,262;13,400;4,520;-1,117;4,521;0,250;13,400;-7,295;-0,244;4,521;0,238;13,400;-5,917;1,169;4,506;0,237;13,400;-0,733;2,496;4,506;0,225;13,400;6,231;1,431;4,506;0,263
13,450;2,251;2,601;3,999;0,228;13,450;-0,803;0,855;3,999;0,216;13,450;-1,606;0,471;3,999;0,215;13,450;1,187;-0,279;4,747;0,253;13,450;-2,339;1,815;4,747;0,236;13,450;2,618;-2,182;4,747;0,258;13,450;1,082;-0,017;4,995;0,238;13,450;1,902;0,035;4,995;0,249;13,450;2,461;-0,105;4,995;0,262;13,450;-7,383;-0,768;4,499;0,239;13,450;-3,892;1,100;4,499;0,234;13,450;6,021;0,070;4,500;0,261;13,450;-0,489;-0,175;4,601;0,244;13,450;-3,002;-0,052;4,601;0,239;13,450;5,341;-1,309;4,601;0,263;13,450;-0,960;-1,902;4,550;0,239;13,450;-7,156;-1,466;4,550;0,234;13,450;1,990;1,588;4,550;0,243;13,450;7,016;0,244;4,521;0,267;13,450;3,281;-1,222;4,521;0,247;13,450;-6,824;0,052;4,521;0,234;13,450;-4,869;1,414;4,506;0,231;13,450;0,768;2,601;4,506;0,223;13,450;6,545;1,152;4,507;0,261
13,500;2,129;2,496;3,999;0,234;13,500;-0,471;1,117;3,999;0,215;13,500;-1,239;0,733;3,999;0,219;13,500;1,902;-0,593;4,747;0,259;13,500;-2,758;2,112;4,747;0,234;13,500;2,810;-2,374;4,747;0,258;13,500;0,541;0,227;4,995;0,235;13,500;1,588;0,122;4,995;0,235;13,500;2,653;-0,279;4,995;0,257;13,500;-7,016;-0,471;4,499;0,239;13,500;-2,566;1,152;4,499;0,233;13,500;5,271;-0,122;4,499;0,259;13,500;0,750;-0,419;4,601;0,245;13,500;-1,868;-0,175;4,601;0,241;13,500;4,800;-1,588;4,601;0,264;13,500;-2,321;-1,798;4,550;0,231;13,500;-7,103;-1,187;4,550;0,235;13,500;3,246;1,344;4,550;0,250;13,500;6,912;-0,035;4,521;0,269;13,500;1,902;-1,274;4,521;0,241;13,500;-6,056;0,349;4,521;0,230;13,500;-3,595;1,588;4,506;0,234;13,500;2,251;2,635;4,506;0,227;13,500;6,493;0,873;4,507;0,264
13,550;1,937;2,339;3,999;0,236;13,550;-0,105;1,361;3,999;0,215;13,550;-0,838;0,995;3,999;0,220;13,550;2,531;-0,890;4,747;0,260;13,550;-3,002;2,356;4,747;0,238;13,550;2,845;-2,513;4,747;0,252;13,550;-0,035;0,524;4,995;0,237;13,550;1,169;0,262;4,995;0,241;13,550;2,688;-0,384;4,995;0,254;13,550;-6,353;-0,175;4,499;0,239;13,550;-1,117;1,134;4,499;0,231;13,550;4,259;-0,279;4,499;0,255;13,550;1,955;-0,716;4,601;0,257;13,550;-0,663;-0,367;4,601;0,244;13,550;4,014;-1,868;4,601;0,261;13,550;-3,526;-1,658;4,550;0,227;13,550;-6,754;-0,890;4,550;0,232;13,550;4,294;1,082;4,550;0,254;13,550;6,458;-0,297;4,521;0,263;13,550;0,454;-1,274;4,521;0,236;13,550;-5,044;0,628;4,521;0,235;13,550;-2,182;1,693;4,506;0,235;13,550;3,613;2,583;4,506;0,236;13,550;6,091;0,611;4,507;0,262
13,600;1,658;2,147;3,999;0,239;13,600;0,262;1,623;3,999;0,216;13,600;-0,436;1,257;3,999;0,214;13,600;3,037;-1,152;4,747;0,263;13,600;-3,054;2,531;4,747;0,238;13,600;2,688;-2,601;4,747;0,247;13,600;-0,593;0,855;4,995;0,231;13,600;0,681;0,471;4,995;0,232;13,600;2,583;-0,436;4,995;0,246;13,600;-5,428;0,105;4,499;0,237;13,600;0,349;1,012;4,499;0,238;13,600;3,054;-0,401;4,499;0,245;13,600;3,019;-1,012;4,601;0,255;13,600;0,559;-0,611;4,601;0,247;13,600;3,037;-2,112;4,601;0,252;13,600;-4,538;-1,484;4,550;0,230;13,600;-6,091;-0,593;4,550;0,238;13,600;5,079;0,803;4,550;0,255;13,600;5,690;-0,524;4,521;0,261;13,600;-0,995;-1,222;4,521;0,232;13,600;-3,822;0,890;4,521;0,231;13,600;-0,663;1,710;4,506;0,231;13,600;4,800;2,461;4,506;0,237;13,600;5,376;0,401;4,507;0,256
13,650;1,344;1,920;3,999;0,241;13,650;0,628;1,850;3,999;0,218;13,650;-0,017;1,501;3,999;0,217;13,650;3,386;-1,361;4,747;0,256;13,650;-2,915;2,635;4,747;0,243;13,650;2,374;-2,635;4,747;0,245;13,650;-1,100;1,204;4,995;0,239;13,650;0,140;0,750;4,995;0,238;13,650;2,321;-0,401;4,995;0,244;13,650;-4,241;0,314;4,499;0,235;13,650;1,780;0,838;4,499;0,241;13,650;1,710;-0,454;4,499;0,240;13,650;3,857;-1,309;4,601;0,261;13,650;1,763;-0,908;4,601;0,253;13,650;1,920;-2,321;4,601;0,249;13,650;-5,288;-1,257;4,550;0,234;13,650;-5,166;-0,332;4,550;0,239;13,650;5,568;0,506;4,550;0,263;13,650;4,677;-0,716;4,521;0,258;13,650;-2,356;-1,100;4,521;0,233;13,650;-2,443;1,100;4,521;0,222;13,650;0,855;1,658;4,506;0,238;13,650;5,760;2,286;4,506;0,244;13,650;4,416;0,227;4,506;0,252
13,700;0,960;1,658;3,999;0,249;13,700;0,977;2,025;3,999;0,216;13,700;0,401;1,693;3,999;0,218;13,700;3,543;-1,536;4,747;0,259;13,700;-2,601;2,635;4,747;0,238;13,700;1,902;-2,601;4,747;0,237;13,700;-1,518;1,536;4,995;0,235;13,700;-0,401;1,065;4,995;0,227;13,700;1,920;-0,297;4,995;0,238;13,700;-2,880;0,471;4,499;0,235;13,700;3,072;0,611;4,499;0,248;13,700;0,297;-0,454;4,499;0,240;13,700;4,451;-1,588;4,601;0,264;13,700;2,862;-1,204;4,601;0,256;13,700;0,681;-2,478;4,601;0,250;13,700;-5,742;-0,995;4,550;0,231;13,700;-4,014;-0,087;4,550;0,223;13,700;5,725;0,227;4,550;0,260;13,700;3,456;-0,855;4,521;0,249;13,700;-3,578;-0,942;4,521;0,228;13,700;-0,960;1,257;4,521;0,225;13,700;2,304;1,518;4,506;0,239;13,700;6,423;2,059;4,507;0,253;13,700;3,264;0,087;4,506;0,249
13,750;0,559;1,414;3,999;0,245;13,750;1,274;2,164;3,999;0,216;13,750;0,785;1,868;3,999;0,218;13,750;3,508;-1,641;4,747;0,253;13,750;-2,147;2,548;4,747;0,245;13,750;1,326;-2,496;4,747;0,234;13,750;-1,833;1,833;4,995;0,238;13,750;-0,908;1,396;4,995;0,234;13,750;1,431;-0,122;4,995;0,233;13,750;-1,396;0,559;4,499;0,233;13,750;4,136;0,349;4,499;0,258;13,750;-1,134;-0,384;4,499;0,230;13,750;4,747;-1,850;4,601;0,263;13,750;3,787;-1,501;4,601;0,259;13,750;-0,576;-2,583;4,601;0,233;13,750;-5,882;-0,716;4,550;0,231;13,750;-2,670;0,070;4,550;0,233;13,750;5,515;-0,035;4,550;0,258;13,750;2,077;-0,942;4,521;0,247;13,750;-4,608;-0,733;4,521;0,234;13,750;0,541;1,344;4,521;0,228;13,750;3,578;1,326;4,506;0,249;13,750;6,772;1,798;4,507;0,257;13,750;1,937;0,017;4,506;0,242
13,800;0,122;1,152;3,999;0,242;13,800;1,536;2,251;3,999;0,219;13,800;1,117;1,972;3,999;0,222;13,800;3,299;-1,693;4,747;0,247;13,800;-1,571;2,374;4,747;0,247;13,800;0,646;-2,321;4,747;0,234;13,800;-2,007;2,077;4,995;0,239;13,800;-1,361;1,728;4,995;0,235;13,800;0,873;0,105;4,995;0,235;13,800;0,140;0,541;4,499;0,238;13,800;4,957;0,052;4,499;0,259;13,800;-2,496;-0,279;4,499;0,231;13,800;4,747;-2,059;4,601;0,261;13,800;4,485;-1,780;4,601;0,262;13,800;-1,833;-2,635;4,601;0,247;13,800;-5,707;-0,419;4,550;0,233;13,800;-1,204;0,175;4,550;0,238;13,800;5,009;-0,262;4,550;0,265;13,800;0,611;-0,977;4,521;0,240;13,800;-5,376;-0,471;4,521;0,235;13,800;1,990;1,344;4,521;0,225;13,800;4,660;1,082;4,507;0,252;13,800;6,754;1,518;4,507;0,268;13,800;0,524;0,000;4,506;0,236
13,850;-0,314;0,908;3,999;0,242;13,850;1,728;2,286;3,999;0,226;13,850;1,396;2,025;3,999;0,225;13,850;2,915;-1,676;4,747;0,243;13,850;-0,890;2,129;4,747;0,251;13,850;-0,070;-2,112;4,747;0,231;13,850;-2,042;2,234;4,995;0,242;13,850;-1,745;2,059;4,995;0,233;13,850;0,262;0,384;4,995;0,231;13,850;1,641;0,454;4,499;0,239;13,850;5,480;-0,227;4,499;0,261;13,850;-3,752;-0,105;4,499;0,233;13,850;4,433;-2,234;4,601;0,256;13,850;4,904;-2,042;4,601;0,263;13,850;-3,037;-2,653;4,601;0,238;13,850;-5,236;-0,140;4,550;0,239;13,850;0,314;0,209;4,550;0,234;13,850;4,224;-0,436;4,550;0,253;13,850;-0,855;-0,942;4,521;0,235;13,850;-5,864;-0,209;4,521;0,235;13,850;3,299;1,274;4,521;0,235;13,850;5,445;0,820;4,507;0,258;13,850;6,405;1,239;4,507;0,264;13,850;-0,925;0,035;4,506;0,233
13,900;-0,733;0,681;3,999;0,240;13,900;1,850;2,251;3,999;0,230;13,900;1,606;2,007;3,999;0,229;13,900;2,374;-1,588;4,747;0,235;13,900;-0,157;1,833;4,747;0,250;13,900;-0,803;-1,850;4,747;0,230;13,900;-1,920;2,304;4,995;0,246;13,900;-2,007;2,339;4,995;0,235;13,900;-0,349;0,716;4,995;0,231;13,900;3,019;0,297;4,499;0,244;13,900;5,672;-0,524;4,499;0,264;13,900;-4,800;0,105;4,499;0,232;13,900;3,857;-2,374;4,601;0,253;13,900;5,027;-2,269;4,601;0,261;13,900;-4,084;-2,583;4,601;0,220;13,900;-4,451;0,140;4,550;0,237;13,900;1,780;0,157;4,550;0,237;13,900;3,194;-0,576;4,550;0,250;13,900;-2,286;-0,855;4,521;0,237;13,900;-6,021;0,105;4,521;0,240;13,900;4,398;1,134;4,521;0,247;13,900;5,917;0,524;4,507;0,265;13,900;5,742;0,960;4,507;0,265;13,900;-2,321;0,122;4,506;0,230
13,950;-1,117;0,471;3,999;0,239;13,950;1,902;2,164;3,999;0,230;13,950;1,728;1,920;3,999;0,229;13,950;1,728;-1,449;4,747;0,233;13,950;0,593;1,536;4,747;0,258;13,950;-1,484;-1,553;4,747;0,229;13,950;-1,658;2,251;4,995;0,244;13,950;-2,129;2,548;4,995;0,238;13,950;-0,925;1,047;4,994;0,231;13,950;4,224;0,070;4,499;0,253;13,950;5,498;-0,785;4,499;0,261;13,950;-5,620;0,349;4,499;0,237;13,950;3,054;-2,443;4,601;0,247;13,950;4,817;-2,443;4,601;0,256;13,950;-4,974;-2,478;4,601;0,240;13,950;-3,421;0,384;4,550;0,234;13,950;3,142;0,017;4,550;0,237;13,950;2,007;-0,681;4,550;0,244;13,950;-3,578;-0,716;4,521;0,231;13,950;-5,864;0,401;4,521;0,237;13,950;5,271;0,942;4,521;0,242;13,950;6,039;0,227;4,507;0,265;13,950;4,835;0,698;4,507;0,257;13,950;-3,613;0,262;4,506;0,229
14,000;-1,449;0,297;3,999;0,241;14,000;1,850;2,007;3,999;0,237;14,000;1,745;1,798;3,999;0,237;14,000;0,995;-1,239;4,747;0,234;14,000;1,326;1,204;4,747;0,261;14,000;-2,112;-1,239;4,747;0,230;14,000;-1,292;2,112;4,995;0,249;14,000;-2,112;2,653;4,995;0,240;14,000;-1,431;1,379;4,995;0,234;14,000;5,149;-0,192;4,499;0,255;14,000;4,992;-1,012;4,499;0,263;14,000;-6,144;0,628;4,499;0,230;14,000;2,042;-2,443;4,601;0,238;14,000;4,328;-2,566;4,601;0,250;14,000;-5,620;-2,321;4,601;0,232;14,000;-2,164;0,576;4,550;0,234;14,000;4,328;-0,175;4,550;0,248;14,000;0,698;-0,716;4,550;0,238;14,000;-4,695;-0,524;4,521;0,234;14,000;-5,411;0,681;4,521;0,235;14,000;5,829;0,716;4,521;0,251;14,000;5,794;-0,052;4,507;0,263;14,000;3,700;0,471;4,507;0,256;14,000;-4,730;0,454;4,506;0,227
14,050;-1,728;0,157;3,999;0,234;14,050;1,745;1,833;3,999;0,237;14,050;1,693;1,606;3,999;0,239;14,050;0,244;-0,995;4,747;0,233;14,050;1,972;0,908;4,747;0,261;14,050;-2,635;-0,925;4,747;0,233;14,050;-0,820;1,868;4,995;0,254;14,050;-1,972;2,670;4,995;0,245;14,050;-1,833;1,693;4,995;0,235;14,050;5,794;-0,471;4,499;0,263;14,050;4,224;-1,204;4,499;0,256;14,050;-6,353;0,925;4,499;0,237;14,050;0,908;-2,391;4,601;0,234;14,050;3,613;-2,635;4,601;0,245;14,050;-6,021;-2,112;4,601;0,231;14,050;-0,750;0,681;4,550;0,231;14,050;5,253;-0,419;4,550;0,256;14,050;-0,698;-0,698;4,550;0,233;14,050;-5,550;-0,297;4,521;0,234;14,050;-4,643;0,942;4,521;0,238;14,050;6,039;0,454;4,521;0,262;14,050;5,219;-0,297;4,507;0,263;14,050;2,391;0,279;4,507;0,251;14,050;-5,603;0,681;4,506;0,230
14,100;-1,937;0,052;3,999;0,230;14,100;1,553;1,606;3,999;0,242;14,100;1,536;1,396;3,999;0,244;14,100;-0,524;-0,698;4,747;0,232;14,100;2,513;0,628;4,747;0,261;14,100;-3,002;-0,628;4,747;0,234;14,100;-0,297;1,588;4,995;0,250;14,100;-1,693;2,583;4,995;0,242;14,100;-2,112;1,955;4,995;0,237;14,100;6,109;-0,768;4,499;0,268;14,100;3,211;-1,344;4,499;0,250;14,100;-6,248;1,222;4,499;0,239;14,100;-0,297;-2,286;4,601;0,232;14,100;2,705;-2,653;4,601;0,239;14,100;-6,144;-1,868;4,601;0,240;14,100;0,750;0,716;4,550;0,239;14,100;5,899;-0,681;4,550;0,261;14,100;-2,094;-0,628;4,550;0,230;14,100;-6,126;-0,035;4,521;0,236;14,100;-3,648;1,169;4,521;0,235;14,100;5,899;0,157;4,521;0,258;14,100;4,363;-0,524;4,507;0,259;14,100;0,977;0,122;4,507;0,242;14,100;-6,213;0,942;4,506;0,233
14,150;-2,077;0,000;3,999;0,231;14,150;1,292;1,361;3,999;0,246;14,150;1,292;1,152;3,999;0,247;14,150;-1,222;-0,384;4,747;0,232;14,150;2,915;0,401;4,747;0,258;14,150;-3,211;-0,349;4,747;0,236;14,150;0,279;1,257;4,995;0,258;14,150;-1,326;2,409;4,995;0,248;14,150;-2,234;2,129;4,995;0,239;14,150;6,039;-1,065;4,499;0,263;14,150;2,007;-1,449;4,499;0,243;14,150;-5,847;1,518;4,499;0,234;14,150;-1,536;-2,129;4,601;0,229;14,150;1,623;-2,601;4,601;0,234;14,150;-5,986;-1,588;4,601;0,229;14,150;2,269;0,681;4,550;0,232;14,150;6,196;-0,977;4,550;0,261;14,150;-3,421;-0,506;4,550;0,228;14,150;-6,388;0,244;4,521;0,242;14,150;-2,426;1,309;4,521;0,235;14,150;5,428;-0,122;4,521;0,259;14,150;3,281;-0,698;4,507;0,249;14,150;-0,489;0,017;4,506;0,239;14,150;-6,528;1,239;4,506;0,232
14,200;-2,147;-0,035;3,999;0,228;14,200;0,977;1,117;3,999;0,241;14,200;0,977;0,890;3,999;0,246;14,200;-1,833;-0,070;4,747;0,235;14,200;3,142;0,209;4,747;0,258;14,200;-3,229;-0,140;4,747;0,239;14,200;0,838;0,925;4,995;0,262;14,200;-0,873;2,164;4,995;0,252;14,200;-2,199;2,217;4,994;0,239;14,200;5,620;-1,326;4,499;0,267;14,200;0,663;-1,501;4,499;0,240;14,200;-5,131;1,780;4,499;0,238;14,200;-2,740;-1,902;4,601;0,231;14,200;0,454;-2,496;4,601;0,231;14,200;-5,550;-1,292;4,601;0,228;14,200;3,700;0,559;4,550;0,236;14,200;6,144;-1,257;4,550;0,268;14,200;-4,608;-0,332;4,550;0,230;14,200;-6,336;0,541;4,521;0,234;14,200;-1,030;1,361;4,521;0,235;14,200;4,660;-0,384;4,521;0,263;14,200;1,990;-0,838;4,506;0,249;14,200;-1,937;-0,035;4,507;0,239;14,200;-6,510;1,536;4,506;0,236
14,250;-2,129;0,000;3,999;0,227;14,250;0,628;0,855;3,999;0,242;14,250;0,593;0,646;3,999;0,245;14,250;-2,321;0,244;4,747;0,234;14,250;3,176;0,070;4,747;0,253;14,250;-3,089;-0,017;4,747;0,234;14,250;1,379;0,593;4,995;0,262;14,250;-0,349;1,850;4,995;0,254;14,250;-2,025;2,199;4,995;0,243;14,250;4,869;-1,571;4,499;0,267;14,250;-0,750;-1,484;4,499;0,235;14,250;-4,154;1,990;4,499;0,234;14,250;-3,857;-1,658;4,601;0,230;14,250;-0,768;-2,339;4,601;0,228;14,250;-4,869;-0,977;4,601;0,244;14,250;4,992;0,367;4,550;0,248;14,250;5,742;-1,536;4,550;0,264;14,250;-5,603;-0,105;4,550;0,229;14,250;-5,952;0,855;4,521;0,240;14,250;0,454;1,344;4,521;0,235;14,250;3,665;-0,628;4,521;0,261;14,250;0,593;-0,908;4,507;0,243;14,250;-3,281;-0,017;4,506;0,231;14,250;-6,178;1,833;4,506;0,236
14,300;-2,042;0,052;3,999;0,226;14,300;0,244;0,611;3,999;0,242;14,300;0,157;0,384;3,999;0,244;14,300;-2,653;0,524;4,747;0,238;14,300;3,037;0,000;4,747;0,251;14,300;-2,758;0,035;4,747;0,241;14,300;1,850;0,297;4,995;0,265;14,300;0,175;1,518;4,995;0,255;14,300;-1,710;2,094;4,995;0,243;14,300;3,875;-1,763;4,499;0,254;14,300;-2,164;-1,414;4,499;0,232;14,300;-2,967;2,129;4,499;0,236;14,300;-4,800;-1,361;4,601;0,233;14,300;-1,972;-2,129;4,601;0,233;14,300;-3,962;-0,698;4,601;0,231;14,300;6,056;0,140;4,550;0,253;14,300;5,027;-1,798;4,550;0,263;14,300;-6,353;0,157;4,550;0,229;14,300;-5,271;1,134;4,521;0,240;14,300;1,955;1,239;4,521;0,242;14,300;2,461;-0,855;4,521;0,250;14,300;-0,890;-0,942;4,506;0,235;14,300;-4,468;0,035;4,506;0,232;14,300;-5,568;2,094;4,506;0,233
